result
     ENTRY_TS     | GROUPID | PLANS_STARTED | PLANS_FINISHED | PLANS_WAITING_LONG | PLANS_WAITING_SHORT | PLANS_RUNNING_LONG | PLANS_RUNNING_SHORT | TARGET_JOB_MAX | TARGET_RSG_PCT | TARGET_RSG_MAX | ACTUAL_RSG_PCT | ACTUAL_RSG_PCT_SAMPLE | ACTUAL_JOB_MAX | ALLOWED_RSG_PCT | ALLOWED_RSG_PCT_SAMPLE | EXPECTED_RSG_PCT | EXPECTED_RSG_PCT_SAMPLE | RSG_HORIZON_US | COMPLIANCE | SAMPLE_SECS | BUSY_SECS | HOST_CPU_SECS | HOST_DISK_READ_SECS | HOST_DISK_WRITE_SECS | HOST_FABRIC_SECS | SPU_CPU_SECS | SPU_DISK_READ_SECS | SPU_DISK_WRITE_SECS | SPU_FABRIC_SECS | SPU_DATA_DISK_READ_SECS | SPU_DATA_DISK_WRITE_SECS | SPU_TEMP_DISK_READ_SECS | SPU_TEMP_DISK_WRITE_SECS 
 1584521063806470 | 6808625 |          2349 |           2341 |              0.001 |                   0 |              8.097 |               1.347 |              0 |             10 |            100 |            100 |                   100 |             11 |             100 |                    100 |               68 |                      54 |      600000000 |          4 |          60 |        60 |          0.27 |                   0 |                    0 |                0 |        46.47 |              35.05 |                1.68 |            1.17 |                   35.05 |                     1.68 |                       0 |                        0
 1584521123806593 | 6808625 |          2438 |           2421 |              0.005 |               0.001 |              8.495 |               3.101 |              0 |             10 |            100 |            100 |                   100 |             18 |             100 |                    100 |               66 |                      67 |      600000000 |          4 |          60 |        60 |           0.4 |                   0 |                    0 |                0 |        57.06 |              35.53 |                2.33 |            1.79 |                   35.53 |                     2.33 |                       0 |                        0
 1584521183806202 | 6808625 |          2477 |           2457 |              0.959 |                   0 |             11.594 |               7.346 |              0 |             10 |            100 |            100 |                   100 |             20 |             100 |                    100 |               65 |                      59 |      600000000 |          4 |          60 |        60 |          0.24 |                   0 |                    0 |                0 |        55.08 |              23.43 |               21.15 |            0.93 |                   20.56 |                      2.6 |                    2.87 |                    18.55
 1584521243806048 | 6808625 |          2511 |           2492 |              0.001 |                   0 |             14.305 |               4.996 |              0 |             10 |            100 |            100 |                   100 |             20 |             100 |                    100 |               65 |                      68 |      600000000 |          4 |          60 |        60 |          0.35 |                   0 |                    0 |                0 |        55.39 |              28.37 |               11.71 |            2.26 |                   21.36 |                     2.75 |                    7.01 |                     8.96
 1584521303806689 | 6808625 |          2551 |           2532 |              0.154 |                   0 |             15.631 |               3.464 |              0 |             10 |            100 |            100 |                   100 |             20 |             100 |                    100 |               66 |                      92 |      600000000 |          4 |          60 |        60 |          0.19 |                   0 |                    0 |                0 |         49.5 |              23.14 |               11.51 |            0.58 |                   18.16 |                     3.96 |                    4.98 |                     7.55
 1584521363805930 | 6808625 |          2587 |           2568 |              0.247 |                   0 |              17.97 |               1.669 |              0 |             10 |            100 |            100 |                   100 |             20 |             100 |                    100 |               67 |                     100 |      600000000 |          4 |          60 |        60 |          0.18 |                   0 |                    0 |                0 |        44.48 |              33.46 |                4.01 |            0.97 |                   32.65 |                     3.75 |                     0.8 |                     0.26
 1584521423806759 | 6808625 |          2657 |           2638 |               0.42 |               0.199 |             16.826 |               2.062 |              0 |             10 |            100 |            100 |                   100 |             20 |             100 |                    100 |               69 |                      87 |      600000000 |          4 |          60 |        60 |          0.24 |                   0 |                    0 |                0 |        49.75 |              34.26 |                6.58 |            1.18 |                   34.26 |                     6.58 |                       0 |                        0
 1584521483805998 | 6808625 |          2723 |           2703 |              1.622 |               0.387 |             12.263 |               5.339 |              0 |             10 |            100 |            100 |                   100 |             20 |             100 |                    100 |               71 |                      96 |      600000000 |          4 |          60 |        60 |          0.25 |                   0 |                    0 |                0 |        43.26 |              38.16 |                3.17 |            1.98 |                   38.16 |                     3.17 |                       0 |                        0
 1584521543806209 | 6808625 |          2796 |           2777 |              0.447 |               0.149 |             11.411 |               7.432 |              0 |             10 |            100 |            100 |                   100 |             20 |             100 |                    100 |               72 |                     100 |      600000000 |          4 |          60 |        60 |          0.25 |                   0 |                    0 |                0 |        46.92 |              28.44 |                2.39 |            2.52 |                   28.44 |                     2.39 |                       0 |                        0
 1584521603806876 | 6808625 |          2838 |           2825 |              0.678 |               0.011 |             10.754 |               7.814 |              0 |             10 |            100 |            100 |                   100 |             20 |             100 |                    100 |               73 |                      88 |      600000000 |          4 |          60 |        60 |           0.2 |                   0 |                    0 |                0 |        54.95 |              24.61 |                4.93 |            2.06 |                   24.61 |                     4.93 |                       0 |                        0
(73 rows)

